MovieID,description,
403,"Amir is a sad... Literally. As an expert in relationship termination, his dissatisfied friends provide dumping services and flower days, provide comprehensive bad news, and unknown lovers in Los Angeles. Although Amir claims that he is just a messenger, which makes him cynical about his work, and as a result, he is a bachelor in his group of friends. This becomes very obvious, His best friend recently told him that he could no longer be his best because of bad relations and karma. When Amir returned home for Thanksgiving, he was his long lost cousin, Zara, who decided to catch a ride back to Los Angeles with him. As a joke, The two cousins pretended to be in front of Amir's friends, the couple and their tricks came dangerously close too far",
404,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the convicted assassins, reveals the true identity of th",
405,"Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.",
406,"On the mean streets of Providence, five friends struggle for a future in the mob-infested neighborhood known as Federal hill. Petty burglar Ralph and his drug-dealing friend Nicky are inseparable until Nicky meets a beautiful….",
407,"The best-selling horror writer Sartre Kane (Jurgen plosno, J ü rgen Prochnow) is mysteriously missing. Some of the novel manuscripts written by him and to be published and printed disappeared mysteriously. Kane's immersive description and bold and forward-looking prediction make the book famous before it is published. Many fans are infatuated with his works and can't extricate themselves, and even make irrational violence. In order not to delay the publication, the publisher asked private detective John Trent (Sam Neill) and female editor Linda stiles (Julie Carmen) to track down Kane's whereabouts. John didn't believe in the magic of the book at first, but when he and Linda arrived at Kane's Town, they were both shocked. The town was really what Kane described, and the terrible and strange things in the novel happened immediately.",
408,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",
409,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",
410,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",
411,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",
412,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman&apos;s cousin.",
413,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.,
414,A basketball coach travels to Africa to recruit a new star.,
415,Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.,
416,Four prostitutes join together to travel the Old West.,
417,"An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals.",
418,One man must learn the meaning of courage across four lifetimes centuries apart.,
419,"A feature adaptation of the classic television show, when nice guy redneck Jed Clampett strikes it rich when he finds black oil, and moves him and his kin to posh Beverly Hills.",
420,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",
421,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",
422,"Emma, the blind violinist, recovered her eyesight after receiving a cornea, but the first thing she saw was a murder. Because she could only see some distorted images, the police doubted her testimony and even thought it was an illusion caused by her mother's abuse in her childhood. However, the young criminal policeman John persevered in tracking down the clues provided by Emma and made unexpected discoveries.",
423,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,
424,A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,
425,"Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.",
426,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,
427,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",
428,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,
429,A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.,
430,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",
431,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",
432,"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",
433,A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.,
434,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,
435,Aliens with conical crania crash-land on Earth.,
436,"A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend&apos;s therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters w",
437,A counterfeiter with a habit of &quot;eliminating&quot; the competition moves in next door to the Robbersons. Two cops move in with the Robbersons for a stakeout.,
438,"Two childhood friends who are rodeo cowboys travel from New Mexico to New York City searching for a friend who disappeared while looking for his daughter, who&apos;s just been smuggled into the US from Cuba.",
439,"A New York City film director working on his latest movie in Los Angeles begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",
440,An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.,
441,The adventures of high school and junior high students on the last day of school in May 1976.,
442,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,
443,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the",
444,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, &quot;the Countess&quot; (Sir John Hurt), sends her to his ranch",
445,"A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance.",
446,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China&apos;s history.,
447,"With 15 year reunion coming up, Kathy has sexual fantasies of her high school sweetheart. She&apos;s married, so she sends her BFF to check him out and report back. Things get complicated.",
448,A man&apos;s personality is dramatically changed after surviving a major airline crash.,
449,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",
450,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man&apos;s demands when he holds the papers hostage.",
451,"Decades later, a son of a killer falls in love with a girl, whose family&apos;s horrifying murder he saw in childhood.",
452,"In 1934, an English widow moves to Widows&apos; Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",
453,"Doug&apos;s a concierge at a luxury hotel on Manhattan. He saves all his tips towards his plan for a hotel. A potential investor seduces the girl, Doug loves, with false promises of leaving his wife. Doug&apos;s dilemma: hotel project or girl?",
454,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,
455,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",
456,"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",
457,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",
458,The story of the Apache chief and his armed resistance to the U.S. Government&apos;s subjugation of his people.,
459,An ex-con and his devoted wife must flee from danger when a heist doesn&apos;t go as planned.,
460,A thief&apos;s son cons his father into spending more time with him.,
461,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago&apos;s lesbian community.,
462,"In a West African nation, the womanizing British 1st Secretary of the High Commissioner deals with different issues.",
463,"A female lawyer takes an accused wife-murderer as a client, but finds herself morally compelled to betray him one way or another.",
464,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",
465,"Set between the New World (Heaven) and the Old World (Earth) the story follows the life and afterlife of Jonathan Stone and all of those lives around him from his past, present and future.",
466,&quot;Rambo&quot; parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.,
467,Four women get together for a bachelorette party.,
468,"When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.",
469,"A rancher, his clairvoyant wife and their family face turbulent years in South America in this adaptation of Isabel Allende&apos;s best-seller.",
470,"Kid, after a lifetime &apos;playing the field&apos;, is about to get married. &apos;Play&apos; plans to throw the best bachelor party ever - until &apos;Kid&apos;s&apos; three wise-crackin&apos; nephews come to town, intent on showing them what parties are all about.",
471,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,
472,"An aspiring actor has his life turned upside down when his ex-wife dumps off their bossy, wild daughter into his custody.",
473,Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.,
474,"Secret Service agent Frank Horrigan (Clint Eastwood) couldn&apos;t save Kennedy, but he&apos;s determined not to let a clever assassin take out this president.",
475,A man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,
476,"A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls.",
477,"The story of singer Tina Turner&apos;s rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",
478,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the polic",
479,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",
480,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park&apos;s cloned dinosaurs to run loose.,
481,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",
482,"Zed has only just arrived in the beautiful Paris and already he's up to no good. Having just slept with a call girl, he spends a night on the town with his dangerous friends. ",
483,A young boy struggles on his own in a run-down hotel after his parents and younger brother are separated from him in 1930s Depression-era Midwest.,
484,"When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son&apos;s companion and protector, helping him adapt to rural life.",
485,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",
486,A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.,
487,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack&apos;s last he",
488,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",
489,"A young black woman discovers that her father was a sperm donor, and if that weren&apos;t bad enough, he&apos;s white.",
490,"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy&apos;s a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a &quot;know all&quot; doctor.",
491,Chuck wants to leave home but can&apos;t make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,
492,A middle-aged couple suspects foul play when their neighbor&apos;s wife suddenly drops dead.,
493,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,
494,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",
495,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",
496,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie&apos;s for dinner one night. As this &apos;first date&apos; plays out, the audience is guided through a mental minefield of disappointment.",
497,"Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.",
498,"After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.",
499,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",
500,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",
501,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,
502,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,
503,"Episodic story about a yuppie couple who&apos;re going broke, and can&apos;t decide if they want to stay together - but openly sleep around and experiment with different lifestyles, or not.",
504,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,
505,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",
506,"The film is adapted from the novel of the same name by British writer Virginia Woolf. In England during Queen Elizabeth I, the handsome noble boy Orlando (Tilda Swinton) was favored by the queen and given a residence and immortal youth. In the following 400 years, Orlando first fell in love with the Russian princess Sasha (Charlotte Valandrey), then devoted himself to poetry and funded the frustrated poet Nick green (hescoty Williams), and then sent to Constantinople, Turkey on behalf of King Charles II, and was killed by Archduke Henry on the night of fierce battle (John wood, John Wood) awarded the Royal medal. After sleeping for seven days, Orlando woke up and became a woman and returned to England. The female Orlando refused Duke Henry's proposal and married adventurer salmertin (Billy Zane, Billy Zane) Love at first sight. In the smoke of the industrial revolution and the flames of the world war, Orlando, as a mother, rode a motorcycle to the 20th century.",
507,"Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger &quot;Red&quot; Garrett (Clint",
508,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",
509,"In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.",
510,Grieving hairdresser Justice goes on road trip from South Central Los Angeles to Oakland on a mail truck alongside her friend and a postal worker which she cannot stand,
511,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",
512,The Earth is invaded by stingray-shaped alien &quot;slugs&quot; that ride on people&apos;s backs and control their minds.,
513,A series of mysterious crimes confuses existence of a radio network.,
514,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",
515,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,
516,A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.,
517,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company&apos;s executives and the investigating cop Tom Graham.",
518,"A story about the ins and outs of one unusual health facility in the early twentieth century, run by the eccentric Dr. John Harvey Kellogg.",
519,Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on &quot;their&quot; land.,
520,"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",
521,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.",
522,A group of skinheads become alarmed at the way their neighbourhood is changing.,
523,A young woman struggles for independence and identity in a small Florida tourist town.,
524,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,
525,A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.,
526,A bitter story of a young man&apos;s crisis.,
527,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",
528,The story of a baseball scout who discovers a talented but troubled baseball player.,
529,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,
530,"Graham, a lonely Welsh postal worker, adopts James, a troubled ten-year-old boy. Graham always wanted a son, but James loves his biological father too much to give Graham a chance. Will the two be able to accept each other as family?",
531,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.",
532,"She&apos;s the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who&apos;ll literally kill to keep her children happy.",
533,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",
534,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",
535,The day-to-day lives of several suburban Los Angeles residents.,
536,"His life was emotionally closed off from the world, until an orphaned baby showed up at his house.",
537,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",
538,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",
539,A recently widowed man&apos;s son calls a radio talk-show in an attempt to find his father a partner.,
540,"A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",
541,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",
542,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",
543,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,
544,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",
545,"A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.",
546,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",
547,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",
548,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,
549,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",
550,"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",
551,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",
552,"France, 1625: Young d&apos;Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",
553,"A successful lawman&apos;s plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",
554,"Valerie is a juror in the trial of a mob boss. When her young son&apos;s life is threatened, she has no option other than to see that justice isn&apos;t done.",
555,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",
556,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.,
557,"Having renounced her ignominious past, a former streetwalker reunites with her son, but an extortion scheme endangers her aspirations for a decent bourgeois life. Can she protect him from the same snares that wounded her youth?",
558,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to r",
559,"Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom wit",
560,"Reuben is a drinker and brawler who runs afoul of the law and lands a long prison term. He leaves behind Roberta (Kelly Lynch), his wife and mother of nine. Also part of the extended family is Beal (Patrick McGaw), who becomes Robert",
561,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,
562,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",
563,"In mid-nineteenth-century northern France, a coal mining town&apos;s workers are exploited by the mine&apos;s owner. One day, they decide to go on strike, and the authorities repress them.",
564,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,
565,"In the 16th century, an unknown alchemist created a device called ""Cronos"" for immortality. It can prolong human life and restore its youth, but it also requires human beings to pay the corresponding price. After several twists and turns, the statue with the devil's silver claws fell into the hands of the kind antique merchant Jesus Grice (Federico Luppi). He accidentally discovered the device and its hidden secret, so he relied on it, and let the devil's silver claw turn him into a bloodthirsty monster for youth. On the other hand, Angela Dila gadia (RON Perlman), a weak rich businessman, learned that the devil's silver claw was in Jesus' hand, so she tried every means to get it, so she didn't hesitate to kill",
566,"Jake meets Joanne in college. He&apos;s into theater, writing plays. She&apos;s into photography. They move in together etc. She meets Elliot, owner of a big gallery, works for him and things change.",
567,"Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon&apos;s dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?",
568,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.",
569,A young boy is bequeathed the ownership of a professional baseball team.,
570,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him th",
571,"The story describes the moving story of the couple's Confucianist interaction. In the face of Diana's deteriorating health, in the last course of her wife's life, Diana urged her husband to combine with another woman as her most sincere gift for the couple.",
572,A French football playing exchange student falls in love.,
573,A teacher must deal with the underworld of Naples and his students&apos; family problems.,
574,"A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who&apos;s bedridden with a broken leg. Applying lotion to her legs arouses him.",
575,Alfalfa is wooing Darla and his &quot;He-Man-Woman-Hating&quot; friends attempt to sabotage the relationship.,
576,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, ",
577,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",
578,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterio",
579,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.",
580,"A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess",
581,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,
582,"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola&apos;s, and the race begins.",
583,"The film consists of three short films in which the actors play themselves. Riding on my motorcycle: Nanny rides a motorcycle through the streets. By chance, he met actress Jennifer beers. Unfortunately, they don't speak English and can't communicate. Nanny began to watch movies. He was surprised by the blood and vulgarity of a film called the portrait of serial killer Henry and the film critic who sang praises to it. He found the film critic. Islands: Nanny came to an island where his strange friend shirado, who is keen on studying the novel Ulysses, lives. Most of all, this friend was fascinated by watching soap operas. He not only began to compare soap operas with Ulysses, but also made some more crazy moves. Doctor: Nanny went to the hospital because of his skin disease, but he has seen many diseases and has not seen a good life. It is absurd that the diagnosis made by these doctors is quite different from the prescription.",
584,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is differ",
585,"The original 70s TV family is now placed in the 1990s, where they&apos;re even more square and out of place than ever.",
586,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,
587,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",
588,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,
589,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.",
590,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",
591,"Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big fishes of the CIA and from Washington.",
592,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",
593,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",
594,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",
595,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman&apos;s love.,
596,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",
597,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",
598,"Nikolay (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Viktor Mikhalkov (I)). The ro",
599,An aging group of outlaws look for one last big score as the &quot;traditional&quot; American West is disappearing around them.,
600,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.",
601,"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man she w",
602,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",
603,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",
604,Various persons suspected of crimes and criminals speak and confess straight into the camera.,
605,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",
606,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,
607,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of th",
608,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.,
609,"When adventurous pets Chance, Shadow and Sassy are accidentally separated from their vacationing owners, they&apos;re left to fend for themselves on the mean streets of San Francisco, in search for the &quot;golden bridge&quot; that will take them ",
610,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",
611,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",
612,"A young man&apos;s life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn&apos;t remember, and his old high school crush temporarily returns to town.",
613,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her advert",
614,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intimate ",
615,Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.,
616,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",
617,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.",
